0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.4428132,0.43464524,0.13786921,0.34469515,-0.026785577,-0.6120741,0.1465787,0.949429,-0.4783247,-0.33003518,-0.28172612,-0.50018156,-0.19774224,0.15111296,0.058693822,-0.24707283,0.105061285,-0.50602883,-0.10092964,-0.8602106,0.41187146,0.3117446,0.40556464,-0.08059654,-0.026935622,0.09309838,-0.22242896,-0.12686476,-0.3693028,0.15842095,0.47341487,-0.072081976,0.026104143,-0.20445134,-0.07767347,0.6044798,0.18679991,-0.2883515,-0.30752692,-0.5891703,0.12811773,-0.45938823,-0.3445645,0.22497773,0.20625032,-0.056369938,-0.272541,-0.056613475,0.27624375,0.4477666,0.17582607,-0.4402195,-0.3222697,0.02720337,-0.30697936,0.27137023,0.2556176,-0.14726828,-0.56980646,0.1407219,0.095757425,0.145747,-0.17004387,-0.044899784,-0.43004307,0.24533918,0.37200275,0.2584922,-0.5222084,0.517108,-0.19963364,0.27424973,0.38236526,0.0003250512,0.30500895,0.15039453,0.02881555,-0.06983007,-0.3053345,0.05666784,-0.035860866,-0.16521528,-0.15588194,0.42346483,-0.14467329,-0.14079651,0.054131117,0.43524367,0.41707516,0.19371316,0.60827124,0.11551441,0.15075262,0.021139683,0.7984657,0.31765568,0.25072032,-0.5809672,0.14439896,0.19980133
-0.4472705,0.48891884,0.17020269,0.37928602,-0.10916352,-0.6858007,0.09104673,0.952015,-0.550488,-0.27666885,-0.35423306,-0.54669994,-0.20565224,0.16614218,0.10338337,-0.22431175,0.035240706,-0.520913,-0.058799785,-1.0353491,0.40841123,0.34276375,0.37830177,-0.15421225,-0.10979548,0.17054114,-0.32622072,-0.138143,-0.4073218,0.24950242,0.453814,-0.09312132,0.039343998,-0.12532955,-0.16436674,0.6040201,0.15537798,-0.2800825,-0.44456393,-0.61138725,0.09851043,-0.46398667,-0.3565422,0.30292243,0.2792032,-0.1605161,-0.18544756,-0.14003116,0.27954498,0.44447044,0.25864488,-0.37986892,-0.40067422,0.021506194,-0.42059305,0.27099138,0.29035497,-0.18057403,-0.6168444,0.09846229,0.11521651,0.16879603,-0.11197392,0.041392036,-0.46912035,0.23960643,0.35240698,0.3210873,-0.5555822,0.515498,-0.20046131,0.3148714,0.4025347,-0.013638653,0.38577434,0.242048,0.021052355,-0.032124463,-0.26034182,0.091302715,0.06516167,-0.27759746,-0.19081715,0.53135157,-0.040708266,-0.17174214,-0.039825268,0.55764174,0.4986735,0.19079456,0.66775715,0.15086985,0.15597498,-0.05243254,0.8847535,0.415293,0.34635818,-0.5485178,0.12959035,0.18316154
-0.33553246,0.46916506,0.20730151,0.32936946,-0.10965654,-0.74369085,0.08399968,0.9905159,-0.51420987,-0.3423826,-0.31952214,-0.5638069,-0.22980863,0.22550038,0.08597402,-0.26527718,0.015436253,-0.5497099,-0.107695475,-0.9633366,0.414842,0.36919123,0.37321904,-0.09764864,-0.067605235,0.15618116,-0.27516073,-0.1864615,-0.3798803,0.22493853,0.4870814,-0.08183491,0.02215896,-0.18031836,-0.1563684,0.6419995,0.17685547,-0.308898,-0.40176788,-0.6954636,0.12868313,-0.49661896,-0.2879642,0.28330395,0.2720745,-0.15346637,-0.33868346,-0.18906565,0.28555477,0.47642952,0.21667841,-0.405396,-0.3022156,-0.01981421,-0.34970033,0.1931937,0.2762103,-0.118731365,-0.5680572,0.14540415,0.1708331,0.15294603,-0.14984095,-0.012050623,-0.50643295,0.22457564,0.31038812,0.29367855,-0.569583,0.51807505,-0.23607007,0.33385625,0.43141186,-0.0121651655,0.418767,0.22702098,0.009431906,-0.058920145,-0.2838416,0.022247542,0.08240029,-0.26560527,-0.22401713,0.53721637,-0.09285642,-0.14687179,-0.00858209,0.47704107,0.47787857,0.20898236,0.66377395,0.11630217,0.20132883,0.013351844,0.8660433,0.41813365,0.28811917,-0.636536,0.18683735,0.16346945
-0.19417064,0.44612402,0.36882815,0.31875417,-0.119974114,-0.85749567,-0.012618064,1.0884571,-0.50173664,-0.44472095,-0.42985037,-0.6373857,-0.2146318,0.25012413,0.16111462,-0.29466003,-0.11106789,-0.62751323,-0.09585583,-1.001533,0.37137648,0.5366969,0.32472414,0.0029917932,-0.15443161,0.18361783,-0.26496258,-0.1357256,-0.35730624,0.29618284,0.51610035,-0.106857665,-0.007569469,-0.106845535,-0.21534865,0.73401976,0.19798966,-0.41415384,-0.35236132,-0.86964095,0.25455844,-0.54734635,-0.14080806,0.26687115,0.3538004,-0.2292201,-0.51235926,-0.41891605,0.22200766,0.4403541,0.298294,-0.31025526,-0.26183552,-0.10070112,-0.41427323,0.093189664,0.25176772,-0.17772517,-0.61888254,0.03145013,0.17134584,0.31727177,-0.24127887,0.0076047825,-0.592567,0.23169468,0.23635992,0.25193164,-0.66332614,0.45691487,-0.38026208,0.4202576,0.39933857,-0.110322684,0.49527675,0.29281935,-0.009959085,-0.03231474,-0.2679971,-0.04094286,0.1720197,-0.33448893,-0.24657103,0.76441556,-0.022368655,-0.008561552,0.037048433,0.57285506,0.38673317,0.18475913,0.691915,-0.03981963,0.21872835,0.05314885,0.89227474,0.48750052,0.2681612,-0.74206966,0.17434515,0.20896173
-0.3711803,0.4663877,0.1922331,0.3292215,-0.09432688,-0.656425,0.08546833,0.9119495,-0.48138115,-0.28589475,-0.31322518,-0.5165919,-0.19584763,0.16644065,0.100506224,-0.2593674,0.014878278,-0.5083723,-0.06670929,-0.91957337,0.36904746,0.34295532,0.3479045,-0.10965887,-0.10348658,0.1642274,-0.29331532,-0.14651833,-0.35200724,0.22038116,0.42893267,-0.07849525,-0.0026429957,-0.13346413,-0.14222604,0.58751774,0.14089021,-0.27043334,-0.3752486,-0.6275423,0.11592502,-0.44354087,-0.3180746,0.26633865,0.24120109,-0.14542699,-0.25876147,-0.13699043,0.25824702,0.44203,0.23800595,-0.37026632,-0.33067936,-0.010422334,-0.3503898,0.21229324,0.26711735,-0.14133018,-0.57152843,0.1134879,0.10822362,0.15735029,-0.14775258,0.0088676745,-0.43748668,0.21514378,0.29502168,0.28583464,-0.5210697,0.49807742,-0.19720006,0.2926951,0.3856626,-0.022284564,0.34152338,0.21974936,0.02065011,-0.049227975,-0.2347606,0.06329312,0.049039178,-0.23175919,-0.1737516,0.49021608,-0.052746788,-0.1371196,-0.029657597,0.5063194,0.4617102,0.19933069,0.6325332,0.11796824,0.16921446,-0.040681217,0.8185244,0.3993276,0.30305904,-0.56148076,0.13959476,0.14570281
-0.36830077,0.53812915,0.2153931,0.25254726,-0.07291359,-0.76539266,0.104594775,1.0687845,-0.46105608,-0.44280982,-0.24520871,-0.61342,-0.30686668,0.17551917,0.11238221,-0.30764475,0.060798645,-0.5404355,-0.10587103,-0.8977326,0.4222468,0.35880643,0.3982529,-0.109781474,0.044432044,0.15532504,-0.2596228,-0.2437748,-0.37761477,0.15549062,0.4384464,-0.08755904,-0.005372289,-0.28457472,-0.10672607,0.6320279,0.21817896,-0.34447458,-0.37244916,-0.68575424,0.09492756,-0.49545205,-0.32190093,0.2768825,0.26008722,-0.10383797,-0.4333336,-0.1152898,0.25376362,0.5176618,0.19667345,-0.5130843,-0.29285848,-0.018832937,-0.2845241,0.1617756,0.31496873,-0.08952327,-0.54566383,0.26524585,0.16180745,0.17757317,-0.22052747,-0.068261005,-0.4675607,0.27704573,0.35107428,0.29497585,-0.57263476,0.56200904,-0.24808793,0.31785178,0.48639092,0.0013068813,0.43234646,0.24151902,-0.017001966,-0.09934784,-0.34062868,-0.055502694,-0.06834614,-0.19667867,-0.18891291,0.47416624,-0.11793887,-0.125048,0.042664617,0.37097013,0.5094877,0.2420765,0.67511874,0.1541473,0.20914972,0.061871927,0.8845967,0.45896962,0.26717916,-0.7117691,0.1415626,0.12378562
-0.28737047,0.58333904,0.2539983,0.21091484,-0.1891654,-0.75164926,-0.0024235325,0.9226007,-0.4406397,-0.32983786,-0.25446007,-0.5919742,-0.3206392,0.1531138,0.18678269,-0.27403373,-0.059682686,-0.46740517,-0.016713344,-0.9406813,0.3329547,0.34633604,0.29129493,-0.1942397,-0.05948885,0.2726206,-0.38094458,-0.25973865,-0.3236768,0.2547855,0.2870252,-0.099392176,-0.037221447,-0.15669425,-0.19898473,0.5328688,0.12774262,-0.27759865,-0.49609324,-0.62311655,0.033930764,-0.39068332,-0.30178824,0.33990672,0.2963887,-0.2389408,-0.3144788,-0.19024865,0.20335528,0.46506467,0.2836695,-0.3910116,-0.33645108,-0.0504852,-0.34666693,0.068700165,0.3244284,-0.08864606,-0.49718082,0.23275948,0.16428715,0.17852408,-0.14644364,0.02599336,-0.4117638,0.21834564,0.24919248,0.33310592,-0.5104339,0.511567,-0.18147746,0.30577558,0.46544418,-0.003598461,0.46815723,0.35213658,-0.052159224,-0.076558895,-0.20907561,-0.044028707,0.04018146,-0.27593285,-0.18138139,0.5146908,0.04574327,-0.147566,-0.110283636,0.45537642,0.5830455,0.23780176,0.67279387,0.18785647,0.19910839,-0.076524585,0.8467283,0.5648633,0.37162167,-0.61159813,0.087731026,0.01956861
-0.30241537,0.57806504,0.2531153,0.23246032,-0.08936569,-0.7464943,0.08634627,0.960679,-0.42982382,-0.3536307,-0.23762447,-0.5894701,-0.24944569,0.19443117,0.122754075,-0.39668694,-0.009816288,-0.53451353,-0.08230914,-0.8975222,0.35067207,0.3698003,0.3304812,-0.11415359,-0.04929038,0.22617632,-0.32906875,-0.26828912,-0.3195252,0.18285745,0.38535297,-0.06331881,-0.08043631,-0.20645118,-0.12766229,0.5880914,0.11950647,-0.2522103,-0.3714721,-0.7335385,0.06888819,-0.47533506,-0.34750742,0.27836424,0.22085285,-0.1314101,-0.44091892,-0.11727702,0.24040318,0.55080384,0.25146547,-0.44101116,-0.27479017,-0.093221605,-0.24079917,0.11463905,0.33879173,-0.02825984,-0.5617675,0.26515093,0.12915204,0.12118384,-0.21207698,-0.045262802,-0.4285697,0.21850275,0.20962963,0.3172252,-0.507523,0.5544509,-0.22016174,0.26934236,0.4739493,-0.0005727746,0.36612228,0.2440278,0.017314807,-0.06731163,-0.21261783,-0.009506908,-0.021237489,-0.18412995,-0.1600891,0.43186966,-0.02412052,-0.13090496,-0.0690254,0.43778625,0.5555582,0.26856425,0.7005104,0.1679269,0.26164842,-0.047329735,0.88668185,0.5059441,0.31510806,-0.6435025,0.15695515,0.025737278
-0.4976519,0.46597573,0.10936069,0.44844773,-0.10981732,-0.61331373,0.09529018,0.87548935,-0.60848445,-0.16165906,-0.41344386,-0.48339462,-0.13713533,0.19423038,0.0886524,-0.20827825,0.041590363,-0.50155926,-0.04487114,-1.0885146,0.42126286,0.3031929,0.37358388,-0.16631395,-0.219386,0.1446703,-0.36184815,-0.07527348,-0.39766368,0.318298,0.48311365,-0.08014477,0.06339266,-0.027826162,-0.19323854,0.596787,0.09744832,-0.20757797,-0.47566873,-0.56562114,0.10257533,-0.43625352,-0.37242496,0.317855,0.24230863,-0.21788946,-0.042701468,-0.16269952,0.30471596,0.41622087,0.28078115,-0.2994648,-0.42598358,0.04475659,-0.479205,0.30826175,0.2770933,-0.21542437,-0.6455171,-0.0010646145,0.10353759,0.11214913,-0.03896596,0.071447454,-0.47401533,0.22314163,0.36478913,0.32472327,-0.55988705,0.52306366,-0.14493793,0.29049522,0.35498223,0.011966174,0.34002793,0.21948564,0.031069307,0.012008212,-0.2091723,0.18109673,0.17000718,-0.29599765,-0.22419858,0.54612017,-0.020663,-0.22446187,-0.09090177,0.6617839,0.50455093,0.16718681,0.6857053,0.13179123,0.11830155,-0.15040211,0.8372995,0.36555678,0.40345007,-0.4691387,0.15140092,0.20672768
-0.34520596,0.6025983,0.204516,0.26529944,-0.1683526,-0.7361991,0.042511594,0.8765505,-0.4970419,-0.22913165,-0.30046248,-0.5973746,-0.24322835,0.18621884,0.16139336,-0.31565702,-0.035499167,-0.471046,-0.0078243045,-1.0469276,0.33189872,0.3479162,0.279876,-0.20514199,-0.12901537,0.27857107,-0.42236742,-0.24470408,-0.35529977,0.2798768,0.340187,-0.072997786,-0.021848863,-0.10660597,-0.21259433,0.5354921,0.07127496,-0.19357015,-0.5093184,-0.6272023,0.011437301,-0.4273401,-0.37334386,0.37001297,0.268057,-0.23783024,-0.21759994,-0.15975006,0.22061987,0.48864588,0.31899947,-0.34631652,-0.36997318,-0.043328203,-0.36972272,0.124828726,0.36714318,-0.07393568,-0.56955194,0.20961687,0.15860583,0.11611108,-0.09860283,0.045128684,-0.40995604,0.21802887,0.2367432,0.37294468,-0.50176716,0.53633606,-0.17213683,0.27057877,0.46493754,0.017666236,0.42619812,0.3483491,-0.027151568,-0.00841217,-0.16351895,0.03998569,0.07476169,-0.29085368,-0.1936707,0.47761092,0.07173524,-0.1879632,-0.13881002,0.5266338,0.63194484,0.23584518,0.718199,0.2243522,0.20581393,-0.14957659,0.8936281,0.54876655,0.4225797,-0.5270686,0.11120114,0.020093404
-0.48169127,0.49541375,0.15689965,0.32538694,0.02488341,-0.742588,0.20216309,1.1908776,-0.49548194,-0.5138701,-0.24416931,-0.6233449,-0.28865847,0.15792307,0.03214042,-0.31436327,0.17915967,-0.6070046,-0.17710546,-0.88860184,0.5022208,0.36166567,0.51244533,-0.064155325,0.13208282,0.045917857,-0.16158345,-0.23178269,-0.43988603,0.056778334,0.548473,-0.07766786,0.037866123,-0.39186552,-0.026791777,0.7087372,0.30584452,-0.4058557,-0.27835515,-0.7116089,0.14268567,-0.5665321,-0.36901587,0.21606335,0.2399224,0.043690525,-0.5015835,-0.0020613093,0.31323656,0.5603769,0.11269268,-0.63361615,-0.30350384,0.015638186,-0.23697434,0.282039,0.2912769,-0.12235632,-0.60994023,0.28222626,0.14165942,0.17392617,-0.27523017,-0.14250052,-0.5120804,0.32416728,0.45031297,0.27453744,-0.6275514,0.59932387,-0.28800267,0.31056583,0.500508,-0.002120696,0.39214033,0.12684454,0.039777987,-0.13504542,-0.4855699,-0.044850487,-0.1826675,-0.120857276,-0.16767113,0.4266039,-0.26366708,-0.12695782,0.1657392,0.3267715,0.44395736,0.2517434,0.6730124,0.14777187,0.20415667,0.18556353,0.9397898,0.34660456,0.18302314,-0.7762914,0.18617177,0.2243957
-0.36648384,0.5928975,0.11010551,0.35501596,-0.25160894,-0.80674905,0.04882146,0.89406955,-0.63670754,-0.14936124,-0.38462117,-0.60882556,-0.23390713,0.2926736,0.14321204,-0.26305223,-0.019105326,-0.47559613,-0.025591152,-1.2322004,0.40836653,0.33480412,0.28197837,-0.22457987,-0.16278468,0.2864916,-0.47765514,-0.22187217,-0.4061307,0.38312477,0.45687532,-0.060900107,0.0887555,-0.069075726,-0.26644507,0.5675028,0.057658814,-0.13966988,-0.62234104,-0.6386387,0.0012556959,-0.462378,-0.38372234,0.4719572,0.29288274,-0.32730657,-0.08371954,-0.23113951,0.2732799,0.4782233,0.32948512,-0.2945355,-0.41989067,0.009119709,-0.4629444,0.16786303,0.4120532,-0.06537133,-0.6105409,0.17166407,0.25892496,0.05987779,-0.0037929676,0.11705771,-0.5082241,0.19485155,0.29617098,0.43773213,-0.5283099,0.5558153,-0.17653306,0.2714649,0.49421948,0.06590614,0.5136959,0.39466077,-0.060613155,0.02704262,-0.18920867,0.08078947,0.22009529,-0.38935003,-0.29484463,0.56600386,0.051033292,-0.27027783,-0.14592162,0.6095084,0.70844823,0.21655175,0.7717016,0.25046587,0.1945229,-0.17978479,0.9348201,0.5384128,0.5008814,-0.49625665,0.1615676,0.09781921
-0.37547943,0.41843104,0.17643021,0.33864042,-0.0773987,-0.616448,0.092174254,0.87880445,-0.47136396,-0.28822494,-0.31541035,-0.48971584,-0.17310427,0.15802285,0.07983248,-0.2260193,0.03350895,-0.49655452,-0.07493203,-0.8896829,0.3640223,0.33775312,0.3440603,-0.0890922,-0.09598038,0.13177724,-0.2508886,-0.11699142,-0.35452297,0.20432788,0.43496987,-0.07899068,0.015531063,-0.12984027,-0.13058192,0.57963043,0.15410343,-0.27465975,-0.34376884,-0.5947691,0.13211802,-0.43788153,-0.29594043,0.24105519,0.23683347,-0.11576785,-0.24089378,-0.13291453,0.25319093,0.40905467,0.21710901,-0.34758443,-0.32273445,0.004893093,-0.3515056,0.23454507,0.2475313,-0.15838435,-0.5644404,0.07976969,0.10088864,0.16282289,-0.14425705,0.0065123774,-0.4289769,0.21442351,0.30683213,0.26212853,-0.51285404,0.46056953,-0.20538604,0.29133797,0.34709615,-0.028760549,0.32362065,0.19203602,0.026833052,-0.03488378,-0.24492362,0.06834996,0.046170272,-0.22934748,-0.16677143,0.48040268,-0.06683471,-0.119275734,0.0063941693,0.48386616,0.40901455,0.17615609,0.5962158,0.10016372,0.14685018,-0.0102472585,0.7826719,0.35243067,0.26279652,-0.53167814,0.13122381,0.17785797
-0.61079437,0.52437156,0.115203515,0.5322614,-0.1030277,-0.7055686,0.14582843,1.0663558,-0.702003,-0.22655076,-0.46536523,-0.56597555,-0.16945204,0.20293093,0.0836529,-0.23689696,0.08613774,-0.60273767,-0.07342838,-1.2471659,0.51076126,0.35722688,0.46710494,-0.1761441,-0.20672461,0.13736665,-0.38177386,-0.0816366,-0.484865,0.3264763,0.588959,-0.09868103,0.08178165,-0.083448984,-0.1938294,0.7133035,0.15521386,-0.2744331,-0.5174672,-0.6564738,0.13710758,-0.5308512,-0.44615212,0.35080075,0.28347084,-0.19847515,-0.07746546,-0.14282362,0.36761874,0.49127802,0.29064256,-0.39741075,-0.49570343,0.06731363,-0.54168886,0.39400977,0.31281403,-0.26069263,-0.76447177,0.010366342,0.110012084,0.144744,-0.070782304,0.056473523,-0.56168836,0.28093415,0.46419597,0.3732806,-0.6662551,0.613044,-0.18538074,0.34227282,0.4156778,0.004065067,0.38191503,0.2222144,0.044714693,-0.001065313,-0.29953182,0.20264827,0.13779882,-0.3194221,-0.24422286,0.615129,-0.07323632,-0.24982758,-0.050311603,0.73099834,0.56052405,0.19717011,0.7834739,0.15459353,0.13429461,-0.11861758,0.9945031,0.39631382,0.43159553,-0.56721306,0.17107308,0.26830888
-0.24986859,0.5605185,0.24161184,0.2059832,-0.21560957,-0.70605356,-0.019295556,0.8172502,-0.43094426,-0.2544205,-0.25791687,-0.55203044,-0.28875238,0.15870513,0.18248215,-0.25395146,-0.08733638,-0.42111525,0.0077458136,-0.9215509,0.2880644,0.33006933,0.24108326,-0.19710805,-0.10129387,0.28859693,-0.39720726,-0.23997143,-0.2960816,0.28041446,0.25590703,-0.087517,-0.030205801,-0.10030185,-0.22059849,0.4853211,0.08843854,-0.22518012,-0.50356203,-0.5798226,0.014149624,-0.35097444,-0.28795752,0.3495999,0.2833187,-0.267886,-0.2429402,-0.2047083,0.1828577,0.42381424,0.29383442,-0.32176423,-0.33190194,-0.051716886,-0.3515567,0.0538793,0.321247,-0.07206624,-0.46065962,0.2000934,0.16737062,0.14917934,-0.10187518,0.053481236,-0.37999398,0.17834328,0.20525017,0.32730195,-0.46568686,0.47772083,-0.1531758,0.2807785,0.43870205,0.0069316262,0.44933364,0.36011848,-0.057914194,-0.053442884,-0.15033112,-0.019585626,0.094422184,-0.29101402,-0.18283974,0.48876256,0.08295135,-0.1612765,-0.15358274,0.46608952,0.58111554,0.21795617,0.6357148,0.18917586,0.19182326,-0.12686068,0.79432446,0.55000424,0.39121398,-0.5333668,0.08616943,-0.0032743523
